key,app_date,app_type,app_status,lat,long
1450,7/13/01,RES SINGLE FAMILY DWELLING,CLOSED,45.681004,-111.092493
1451,7/18/01,COMM STRUCTURES OTHER THAN BLD,CLOSED,45.69886,-111.02849
1452,7/19/01,RES SINGLE FAMILY DWELLING,CLOSED,45.687318,-111.074062
1453,7/19/01,RES SINGLE FAMILY DWELLING,CLOSED,45.690739,-111.073399
1454,7/20/01,RES SINGLE FAMILY DWELLING,CLOSED,45.692718,-111.075148
1455,7/23/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.681115,-111.061033
1456,7/23/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.681205,-111.06156
1457,7/23/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.681205,-111.06156
1458,7/24/01,RES SINGLE FAMILY DWELLING,CLOSED,45.688398,-111.074063
1459,7/26/01,COMM INDUSTRIAL,CLOSED,45.701555,-111.043046
1460,7/27/01,RES SINGLE FAMILY DWELLING,CLOSED,45.641432,-111.036686
1461,7/30/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691907,-111.075596
1462,7/30/01,RES SINGLE FAMILY DWELLING,CLOSED,45.692719,-111.07335
1463,7/31/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.692642,-111.049705
1464,7/31/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.692642,-111.049705
1465,8/1/01,RES SINGLE FAMILY DWELLING,CLOSED,45.676964,-111.078362
1466,8/1/01,COMM STORES & CUSTOMER SERVICE,CLOSED,45.67896,-111.049898
1467,8/1/01,RES SINGLE FAMILY DWELLING,CLOSED,45.683075,-111.091983
1468,8/2/01,RES SINGLE FAMILY DWELLING,CLOSED,45.676334,-111.079004
1469,8/2/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691009,-111.073168
1470,8/3/01,RES MOBILE / MODULAR HOME IN PARK,CLOSED,45.676517,-111.073444
1471,8/3/01,RES SINGLE FAMILY DWELLING,CLOSED,45.682625,-111.091944
1472,8/3/01,RES SINGLE FAMILY DWELLING,CLOSED,45.684785,-111.091883
1473,8/3/01,RES SINGLE FAMILY DWELLING,CLOSED,45.685967,-111.07555
1474,8/3/01,RES SINGLE FAMILY DWELLING,CLOSED,45.689568,-111.074617
1475,8/3/01,RES SINGLE FAMILY DWELLING,CLOSED,45.689568,-111.074116
1476,8/3/01,RES SINGLE FAMILY DWELLING,CLOSED,45.689569,-111.072909
1477,8/3/01,RES SINGLE FAMILY DWELLING,CLOSED,45.689569,-111.073153
1478,8/6/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.659067,-111.052473
1479,8/6/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691368,-111.075185
1480,8/7/01,RES SINGLE FAMILY DWELLING,CLOSED,45.674985,-111.07741
1481,8/7/01,RES SINGLE FAMILY DWELLING,CLOSED,45.687497,-111.075
1482,8/7/01,RES SINGLE FAMILY DWELLING,CLOSED,45.689568,-111.073628
1483,8/7/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691008,-111.074362
1484,8/7/01,RES SINGLE FAMILY DWELLING,CLOSED,45.692178,-111.074107
1485,8/9/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691458,-111.074594
1486,8/15/01,RES SINGLE FAMILY DWELLING,CLOSED,45.682445,-111.091982
1487,8/21/01,RES SINGLE FAMILY DWELLING,CLOSED,45.689568,-111.073872
1488,8/22/01,RES SINGLE FAMILY DWELLING,CLOSED,45.676064,-111.078156
1489,8/22/01,RES SINGLE FAMILY DWELLING,CLOSED,45.677144,-111.079018
1490,8/22/01,RES SINGLE FAMILY DWELLING,CLOSED,45.684245,-111.091972
1491,8/22/01,RES SINGLE FAMILY DWELLING,CLOSED,45.707771,-111.027544
1492,8/24/01,RES SINGLE FAMILY DWELLING,CLOSED,45.683885,-111.091304
1493,8/24/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691008,-111.074606
1494,8/28/01,RES SINGLE FAMILY DWELLING,CLOSED,45.713442,-111.025491
1495,8/31/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.673819,-111.070526
1496,9/4/01,COMM INDUSTRIAL,CLOSED,45.673442,-111.094586
1497,9/4/01,COMM INDUSTRIAL,CLOSED,45.673442,-111.094432
1498,9/4/01,RES SINGLE FAMILY DWELLING,CLOSED,45.681904,-111.093098
1499,9/6/01,RES SINGLE FAMILY DWELLING,CLOSED,45.676605,-111.077142
1500,9/6/01,RES SINGLE FAMILY DWELLING,CLOSED,45.713532,-111.022279
1501,9/11/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691009,-111.072911
1502,9/13/01,RES SINGLE FAMILY DWELLING,CLOSED,45.63837,-111.040893
1503,9/13/01,RES SINGLE FAMILY DWELLING,CLOSED,45.648898,-111.048421
1504,9/13/01,COMM INDUSTRIAL,CLOSED,45.672739,-111.070448
1505,9/13/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691998,-111.074107
1506,9/13/01,RES SINGLE FAMILY DWELLING,CLOSED,45.71218,-111.030938
1507,9/17/01,RES SINGLE FAMILY DWELLING,CLOSED,45.676334,-111.078362
1508,9/17/01,RES SINGLE FAMILY DWELLING,CLOSED,45.690197,-111.076275
1509,9/17/01,RES SINGLE FAMILY DWELLING,CLOSED,45.690377,-111.076365
1510,9/18/01,RES SINGLE FAMILY DWELLING,CLOSED,45.635308,-111.04515
1511,9/19/01,"RES TRIPLEX, FOURPLEX",CLOSED,45.682456,-111.076123
1512,9/20/01,RES SINGLE FAMILY DWELLING,CLOSED,45.673115,-111.035397
1513,9/20/01,RES SINGLE FAMILY DWELLING,CLOSED,45.677504,-111.078222
1514,9/24/01,RES SINGLE FAMILY DWELLING,CLOSED,45.674734,-111.040547
1515,9/24/01,COMM INDUSTRIAL,CLOSED,45.688238,-111.030488
1516,9/25/01,RES SINGLE FAMILY DWELLING,CLOSED,45.640802,-111.034248
1517,9/25/01,RES SINGLE FAMILY DWELLING,CLOSED,45.676065,-111.077527
1518,9/26/01,RES SINGLE FAMILY DWELLING,CLOSED,45.682264,-111.092007
1519,9/28/01,RES SINGLE FAMILY DWELLING,CLOSED,45.677055,-111.077361
1520,9/28/01,COMM INDUSTRIAL,CLOSED,45.678777,-111.057576
1521,9/28/01,RES SINGLE FAMILY DWELLING,CLOSED,45.689567,-111.075221
1522,9/28/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691638,-111.074093
1523,10/1/01,RES SINGLE FAMILY DWELLING,CLOSED,45.690019,-111.073398
1524,10/2/01,RES SINGLE FAMILY DWELLING,CLOSED,45.677684,-111.078184
1525,10/3/01,RES SINGLE FAMILY DWELLING,CLOSED,45.636212,-111.03377
1526,10/4/01,RES 5+ UNITS,CLOSED,45.647283,-111.034983
1527,10/4/01,RES 5+ UNITS,CLOSED,45.647283,-111.034983
1528,10/4/01,RES 5+ UNITS,CLOSED,45.647463,-111.034432
1529,10/4/01,RES 5+ UNITS,CLOSED,45.647463,-111.034432
1530,10/4/01,RES 5+ UNITS,CLOSED,45.647553,-111.035163
1531,10/4/01,RES 5+ UNITS,CLOSED,45.647553,-111.035176
1532,10/4/01,RES 5+ UNITS,CLOSED,45.647643,-111.03465
1533,10/4/01,RES 5+ UNITS,CLOSED,45.647643,-111.034637
1534,10/4/01,RES 5+ UNITS,CLOSED,45.648093,-111.035407
1535,10/4/01,RES 5+ UNITS,CLOSED,45.648093,-111.035407
1536,10/4/01,RES 5+ UNITS,CLOSED,45.648183,-111.034894
1537,10/4/01,RES 5+ UNITS,CLOSED,45.648183,-111.034894
1538,10/4/01,RES 5+ UNITS,CLOSED,45.648453,-111.034958
1539,10/4/01,RES 5+ UNITS,CLOSED,45.648453,-111.034958
1540,10/4/01,RES 5+ UNITS,CLOSED,45.648543,-111.035446
1541,10/4/01,RES 5+ UNITS,CLOSED,45.648543,-111.035446
1542,10/4/01,RES 5+ UNITS,CLOSED,45.684256,-111.076947
1543,10/4/01,RES SINGLE FAMILY DWELLING,CLOSED,45.684875,-111.09128
1544,10/4/01,RES SINGLE FAMILY DWELLING,CLOSED,45.692178,-111.074531
1545,10/5/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.667972,-111.064857
1546,10/5/01,RES 5+ UNITS,CLOSED,45.684345,-111.077538
1547,10/5/01,RES 5+ UNITS,CLOSED,45.684615,-111.077538
1548,10/5/01,RES 5+ UNITS,CLOSED,45.684616,-111.076922
1549,10/5/01,COMM INDUSTRIAL,CLOSED,45.706766,-111.062975
1550,10/9/01,RES SINGLE FAMILY DWELLING,CLOSED,45.684334,-111.093064
1551,10/9/01,RES SINGLE FAMILY DWELLING,CLOSED,45.690019,-111.073629
1552,10/12/01,COMM INDUSTRIAL,CLOSED,45.678157,-111.029096
1553,10/15/01,RES SINGLE FAMILY DWELLING,CLOSED,45.712359,-111.034574
1554,10/16/01,RES SINGLE FAMILY DWELLING,CLOSED,45.690108,-111.075183
1555,10/17/01,RES SINGLE FAMILY DWELLING,CLOSED,45.640978,-111.045835
1556,10/17/01,RES SINGLE FAMILY DWELLING,CLOSED,45.677324,-111.079043
1557,10/17/01,RES SINGLE FAMILY DWELLING,CLOSED,45.707231,-111.027569
1558,10/19/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691818,-111.07453
1559,10/22/01,RES SINGLE FAMILY DWELLING,CLOSED,45.682624,-111.093074
1560,10/22/01,RES SINGLE FAMILY DWELLING,CLOSED,45.692358,-111.074107
1561,10/24/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.676699,-111.071377
1562,10/24/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.676699,-111.071377
1563,10/25/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691457,-111.075917
1564,10/31/01,RES SINGLE FAMILY DWELLING,CLOSED,45.641248,-111.046605
1565,10/31/01,RES SINGLE FAMILY DWELLING,CLOSED,45.683435,-111.091316
1566,11/1/01,RES DUPLEX (2 UNITS),CLOSED,45.681016,-111.075813
1567,11/5/01,RES SINGLE FAMILY DWELLING,CLOSED,45.674985,-111.076896
1568,11/6/01,RES SINGLE FAMILY DWELLING,CLOSED,45.682264,-111.093086
1569,11/6/01,RES SINGLE FAMILY DWELLING,CLOSED,45.683254,-111.093049
1570,11/7/01,RES SINGLE FAMILY DWELLING,CLOSED,45.685055,-111.091267
1571,11/7/01,RES SINGLE FAMILY DWELLING,CLOSED,45.713169,-111.033958
1572,11/8/01,RES SINGLE FAMILY DWELLING,CLOSED,45.678134,-111.078171
1573,11/8/01,RES DUPLEX (2 UNITS),CLOSED,45.685615,-111.062438
1574,11/8/01,RES SINGLE FAMILY DWELLING,CLOSED,45.692087,-111.076894
1575,11/9/01,RES DUPLEX (2 UNITS),CLOSED,45.686859,-111.08621
1576,11/9/01,RES SINGLE FAMILY DWELLING,CLOSED,45.688037,-111.076208
1577,11/9/01,RES SINGLE FAMILY DWELLING,CLOSED,45.688487,-111.076414
1578,11/9/01,RES SINGLE FAMILY DWELLING,CLOSED,45.688756,-111.076555
1579,11/9/01,RES SINGLE FAMILY DWELLING,CLOSED,45.692537,-111.076907
1580,11/13/01,RES SINGLE FAMILY DWELLING,CLOSED,45.689297,-111.076479
1581,11/14/01,RES SINGLE FAMILY DWELLING,CLOSED,45.685415,-111.091255
1582,11/14/01,RES SINGLE FAMILY DWELLING,CLOSED,45.685415,-111.091255
1583,11/15/01,RES SINGLE FAMILY DWELLING,CLOSED,45.690113,-111.066796
1584,11/15/01,RES SINGLE FAMILY DWELLING,CLOSED,45.692357,-111.076907
1585,11/16/01,RES SINGLE FAMILY DWELLING,CLOSED,45.638191,-111.038724
1586,11/16/01,RES SINGLE FAMILY DWELLING,CLOSED,45.639542,-111.03657
1587,11/16/01,RES SINGLE FAMILY DWELLING,CLOSED,45.692718,-111.074095
1588,11/20/01,RES DUPLEX (2 UNITS),CLOSED,45.675704,-111.07777
1589,11/21/01,RES SINGLE FAMILY DWELLING,CLOSED,45.641518,-111.046618
1590,11/21/01,RES SINGLE FAMILY DWELLING,CLOSED,45.680823,-111.093096
1591,11/21/01,RES SINGLE FAMILY DWELLING,CLOSED,45.680824,-111.092454
1592,11/21/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691458,-111.074029
1593,11/21/01,RES SINGLE FAMILY DWELLING,CLOSED,45.692627,-111.07597
1594,11/26/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691818,-111.074106
1595,11/27/01,RES SINGLE FAMILY DWELLING,CLOSED,45.682805,-111.091982
1596,11/27/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691098,-111.075197
1597,11/27/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691188,-111.075184
1598,11/27/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691459,-111.072937
1599,11/27/01,RES SINGLE FAMILY DWELLING,CLOSED,45.691729,-111.073503
1600,11/27/01,"RES TRIPLEX, FOURPLEX",CLOSED,45.705071,-111.023727
1601,11/29/01,RES 5+ UNITS,CLOSED,45.671482,-111.06549
1602,11/29/01,RES SINGLE FAMILY DWELLING,CLOSED,45.676784,-111.079043
1603,11/29/01,RES SINGLE FAMILY DWELLING,CLOSED,45.680554,-111.092467
1604,12/6/01,RES SINGLE FAMILY DWELLING,CLOSED,45.642689,-111.044463
1605,12/10/01,RES SINGLE FAMILY DWELLING,CLOSED,45.648988,-111.048062
1606,12/10/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.676159,-111.07112
1607,12/10/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.676159,-111.07112
1608,12/10/01,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.676339,-111.07139
1609,12/11/01,RES SINGLE FAMILY DWELLING,CLOSED,45.677599,-111.071378
1610,12/11/01,RES SINGLE FAMILY DWELLING,CLOSED,45.680193,-111.093095
1611,1/7/02,RES SINGLE FAMILY DWELLING,CLOSED,45.691638,-111.07453
1612,1/11/02,RES 5+ UNITS,CLOSED,45.682816,-111.076894
1613,1/15/02,COMM INDUSTRIAL,CLOSED,45.673442,-111.094586
1614,1/15/02,COMM INDUSTRIAL,CLOSED,45.673442,-111.094432
1615,1/18/02,RES SINGLE FAMILY DWELLING,CLOSED,45.642598,-111.045849
1616,1/24/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.678777,-111.057576
1617,1/24/02,RES SINGLE FAMILY DWELLING,CLOSED,45.690196,-111.077007
1618,1/24/02,RES SINGLE FAMILY DWELLING,CLOSED,45.690376,-111.077097
1619,1/24/02,RES SINGLE FAMILY DWELLING,CLOSED,45.690556,-111.077174
1620,1/24/02,RES SINGLE FAMILY DWELLING,CLOSED,45.691907,-111.076893
1621,1/24/02,RES SINGLE FAMILY DWELLING,CLOSED,45.692717,-111.076907
1622,1/25/02,RES SINGLE FAMILY DWELLING,CLOSED,45.685055,-111.091948
1623,1/31/02,RES SINGLE FAMILY DWELLING,CLOSED,45.677144,-111.078324
1624,1/31/02,RES SINGLE FAMILY DWELLING,CLOSED,45.680194,-111.092479
1625,1/31/02,RES SINGLE FAMILY DWELLING,CLOSED,45.680374,-111.092505
1626,1/31/02,RES SINGLE FAMILY DWELLING,CLOSED,45.690557,-111.076442
1627,2/1/02,RES SINGLE FAMILY DWELLING,CLOSED,45.691907,-111.075956
1628,2/5/02,RES SINGLE FAMILY DWELLING,CLOSED,45.680373,-111.093096
1629,2/5/02,RES SINGLE FAMILY DWELLING,CLOSED,45.680553,-111.093096
1630,2/7/02,RES SINGLE FAMILY DWELLING,CLOSED,45.685144,-111.093026
1631,2/11/02,RES SINGLE FAMILY DWELLING,CLOSED,45.692718,-111.075418
1632,2/12/02,RES SINGLE FAMILY DWELLING,CLOSED,45.638191,-111.038288
1633,2/12/02,RES SINGLE FAMILY DWELLING,CLOSED,45.641522,-111.036301
1634,2/13/02,RES SINGLE FAMILY DWELLING,CLOSED,45.676964,-111.079017
1635,2/15/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.67141,-111.012659
1636,2/15/02,RES SINGLE FAMILY DWELLING,CLOSED,45.691008,-111.074118
1637,2/20/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.679057,-111.030573
1638,2/20/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.679057,-111.030573
1639,2/20/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.679057,-111.030573
1640,2/20/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.679057,-111.030573
1641,2/20/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.679057,-111.030573
1642,2/20/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.679057,-111.030573
1643,2/20/02,RES SINGLE FAMILY DWELLING,CLOSED,45.72081,-111.059149
1644,2/21/02,RES SINGLE FAMILY DWELLING,CLOSED,45.642598,-111.046529
1645,2/21/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.671229,-111.015625
1646,2/22/02,RES SINGLE FAMILY DWELLING,CLOSED,45.677954,-111.078171
1647,2/26/02,RES SINGLE FAMILY DWELLING,CLOSED,45.674986,-111.075586
1648,2/26/02,RES SINGLE FAMILY DWELLING,CLOSED,45.676154,-111.078926
1649,2/26/02,RES SINGLE FAMILY DWELLING,CLOSED,45.686507,-111.076154
1650,2/28/02,RES SINGLE FAMILY DWELLING,CLOSED,45.681995,-111.091365
1651,3/5/02,RES SINGLE FAMILY DWELLING,CLOSED,45.643319,-111.045632
1652,3/5/02,RES SINGLE FAMILY DWELLING,CLOSED,45.685054,-111.092371
1653,3/8/02,RES SINGLE FAMILY DWELLING,CLOSED,45.692718,-111.074621
1654,3/11/02,RES SINGLE FAMILY DWELLING,CLOSED,45.650248,-111.048743
1655,3/11/02,RES SINGLE FAMILY DWELLING,CLOSED,45.685415,-111.091935
1656,3/13/02,RES SINGLE FAMILY DWELLING,CLOSED,45.635852,-111.035092
1657,3/13/02,COMM INDUSTRIAL,CLOSED,45.714972,-111.022241
1658,3/14/02,RES SINGLE FAMILY DWELLING,CLOSED,45.676964,-111.078016
1659,3/14/02,RES SINGLE FAMILY DWELLING,CLOSED,45.682445,-111.091353
1660,3/14/02,RES SINGLE FAMILY DWELLING,CLOSED,45.685234,-111.092359
1661,3/18/02,RES SINGLE FAMILY DWELLING,CLOSED,45.676875,-111.077091
1662,3/18/02,RES SINGLE FAMILY DWELLING,CLOSED,45.681364,-111.092019
1663,3/18/02,RES SINGLE FAMILY DWELLING,CLOSED,45.682264,-111.092457
1664,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.687774,-111.064765
1665,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.687954,-111.064007
1666,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.687954,-111.064007
1667,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.688224,-111.065112
1668,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.688224,-111.065099
1669,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.688314,-111.065099
1670,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.688314,-111.065099
1671,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.688584,-111.064149
1672,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.688584,-111.064162
1673,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.688584,-111.064162
1674,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.688584,-111.064162
1675,3/18/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.688584,-111.064162
1676,3/18/02,RES SINGLE FAMILY DWELLING,CLOSED,45.689837,-111.076107
1677,3/19/02,RES SINGLE FAMILY DWELLING,CLOSED,45.691458,-111.074311
1678,3/25/02,RES SINGLE FAMILY DWELLING,CLOSED,45.635852,-111.033809
1679,3/25/02,RES SINGLE FAMILY DWELLING,CLOSED,45.642418,-111.046529
1680,3/25/02,RES SINGLE FAMILY DWELLING,CLOSED,45.692359,-111.07308
1681,3/27/02,RES SINGLE FAMILY DWELLING,CLOSED,45.643229,-111.045067
1682,3/27/02,RES SINGLE FAMILY DWELLING,CLOSED,45.681184,-111.092018
1683,3/27/02,RES SINGLE FAMILY DWELLING,CLOSED,45.692358,-111.074544
1684,4/1/02,RES SINGLE FAMILY DWELLING,CLOSED,45.637649,-111.042868
1685,4/3/02,RES SINGLE FAMILY DWELLING,CLOSED,45.691729,-111.07322
1686,4/3/02,RES SINGLE FAMILY DWELLING,CLOSED,45.691729,-111.072937
1687,4/3/02,RES SINGLE FAMILY DWELLING,CLOSED,45.705071,-111.024562
1688,4/9/02,RES SINGLE FAMILY DWELLING,CLOSED,45.641698,-111.045951
1689,4/9/02,RES SINGLE FAMILY DWELLING,CLOSED,45.690917,-111.076622
1690,4/10/02,RES ADDITION,CLOSED,45.684354,-111.063669
1691,4/11/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.658797,-111.052434
1692,4/12/02,RES SINGLE FAMILY DWELLING,CLOSED,45.674986,-111.075856
1693,4/12/02,RES SINGLE FAMILY DWELLING,CLOSED,45.684065,-111.091304
1694,4/16/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.676159,-111.07112
1695,4/17/02,RES SINGLE FAMILY DWELLING,CLOSED,45.640171,-111.038674
1696,4/19/02,RES SINGLE FAMILY DWELLING,CLOSED,45.688128,-111.073472
1697,4/22/02,RES SINGLE FAMILY DWELLING,CLOSED,45.638191,-111.037428
1698,4/22/02,COMM INDUSTRIAL,CLOSED,45.680215,-111.060583
1699,4/22/02,RES SINGLE FAMILY DWELLING,CLOSED,45.691908,-111.075147
1700,4/23/02,COMM INDUSTRIAL,CLOSED,45.680678,-111.027955
1701,4/24/02,RES SINGLE FAMILY DWELLING,CLOSED,45.649889,-111.047434
1702,4/24/02,RES SINGLE FAMILY DWELLING,CLOSED,45.691008,-111.073887
1703,4/25/02,RES SINGLE FAMILY DWELLING,CLOSED,45.641702,-111.034685
1704,4/26/02,RES DUPLEX (2 UNITS),CLOSED,45.666005,-111.032877
1705,5/1/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.676159,-111.07112
1706,5/1/02,RES SINGLE FAMILY DWELLING,CLOSED,45.706422,-111.022649
1707,5/6/02,RES SINGLE FAMILY DWELLING,CLOSED,45.681365,-111.091351
1708,5/6/02,RES SINGLE FAMILY DWELLING,CLOSED,45.692179,-111.073529
1709,5/7/02,RES DUPLEX (2 UNITS),CLOSED,45.676258,-111.05421
1710,5/8/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.676699,-111.071377
1711,5/8/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.677239,-111.071378
1712,5/8/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.677239,-111.071378
1713,5/8/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.677239,-111.071378
1714,5/8/02,RES SINGLE FAMILY DWELLING,CLOSED,45.692176,-111.077575
1715,5/8/02,RES SINGLE FAMILY DWELLING,CLOSED,45.692719,-111.073838
1716,5/9/02,RES 5+ UNITS,CLOSED,45.69092,-111.072204
1717,5/9/02,RES 5+ UNITS,CLOSED,45.69101,-111.072204
1718,5/9/02,RES 5+ UNITS,CLOSED,45.69101,-111.071729
1719,5/9/02,RES 5+ UNITS,CLOSED,45.69101,-111.071716
1720,5/9/02,RES 5+ UNITS,CLOSED,45.69101,-111.071729
1721,5/9/02,RES 5+ UNITS,CLOSED,45.69101,-111.071716
1722,5/9/02,RES 5+ UNITS,CLOSED,45.69101,-111.072204
1723,5/9/02,RES 5+ UNITS,CLOSED,45.69101,-111.072204
1724,5/9/02,RES 5+ UNITS,CLOSED,45.69101,-111.072217
1725,5/9/02,RES 5+ UNITS,CLOSED,45.69101,-111.072204
1726,5/10/02,RES SINGLE FAMILY DWELLING,CLOSED,45.690738,-111.073874
1727,5/10/02,COMM STORES & CUSTOMER SERVICE,CLOSED,45.697404,-111.065431
1728,5/13/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.678879,-111.022484
1729,5/13/02,RES SINGLE FAMILY DWELLING,CLOSED,45.690017,-111.076185
1730,5/13/02,RES SINGLE FAMILY DWELLING,CLOSED,45.692356,-111.077575
1731,5/15/02,RES SINGLE FAMILY DWELLING,CLOSED,45.71371,-111.030245
1732,5/17/02,COMM INDUSTRIAL,CLOSED,45.685898,-111.02806
1733,5/21/02,RES SINGLE FAMILY DWELLING,CLOSED,45.676424,-111.078041
1734,5/21/02,RES SINGLE FAMILY DWELLING,CLOSED,45.681185,-111.091351
1735,5/21/02,RES SINGLE FAMILY DWELLING,CLOSED,45.683435,-111.091971
1736,5/22/02,RES SINGLE FAMILY DWELLING,CLOSED,45.640978,-111.045835
1737,5/22/02,RES SINGLE FAMILY DWELLING,CLOSED,45.690289,-111.073398
1738,5/23/02,"COMM OFFICES, BANKS, PROF.BLDGS",CLOSED,45.674433,-111.093047
1739,5/28/02,RES DUPLEX (2 UNITS),CLOSED,45.67086,-111.047695
1740,5/28/02,RES SINGLE FAMILY DWELLING,CLOSED,45.682625,-111.09134
1741,5/29/02,RES SINGLE FAMILY DWELLING,CLOSED,45.684154,-111.093063
1742,5/29/02,RES SINGLE FAMILY DWELLING,CLOSED,45.689926,-111.077109
1743,5/29/02,RES SINGLE FAMILY DWELLING,CLOSED,45.691366,-111.077509
1744,5/31/02,RES 5+ UNITS,CLOSED,45.684975,-111.077873
1745,5/31/02,RES 5+ UNITS,CLOSED,45.684975,-111.077873
1746,5/31/02,RES 5+ UNITS,CLOSED,45.684975,-111.077873
1747,5/31/02,RES 5+ UNITS,CLOSED,45.684975,-111.077873
1748,5/31/02,RES 5+ UNITS,CLOSED,45.684975,-111.077873
1749,5/31/02,RES 5+ UNITS,CLOSED,45.684975,-111.077873
1750,5/31/02,RES 5+ UNITS,CLOSED,45.684976,-111.076935
1751,5/31/02,RES 5+ UNITS,CLOSED,45.684976,-111.076935
1752,5/31/02,RES 5+ UNITS,CLOSED,45.684976,-111.076935
1753,5/31/02,RES 5+ UNITS,CLOSED,45.684976,-111.076935
1754,5/31/02,RES 5+ UNITS,CLOSED,45.684976,-111.076948
1755,5/31/02,RES 5+ UNITS,CLOSED,45.684976,-111.076935
1756,5/31/02,"RES TRIPLEX, FOURPLEX",CLOSED,45.684976,-111.077372
1757,5/31/02,"RES TRIPLEX, FOURPLEX",CLOSED,45.684976,-111.077372
1758,5/31/02,"RES TRIPLEX, FOURPLEX",CLOSED,45.684976,-111.077372
1759,5/31/02,RES 5+ UNITS,CLOSED,45.685156,-111.07691
1760,5/31/02,RES 5+ UNITS,CLOSED,45.685156,-111.07691
1761,5/31/02,RES 5+ UNITS,CLOSED,45.685156,-111.07691
1762,5/31/02,RES 5+ UNITS,CLOSED,45.685156,-111.07691
1763,5/31/02,RES 5+ UNITS,CLOSED,45.685156,-111.07691
1764,5/31/02,RES 5+ UNITS,CLOSED,45.685156,-111.07691
1765,5/31/02,"RES TRIPLEX, FOURPLEX",CLOSED,45.685156,-111.077385
1766,5/31/02,"RES TRIPLEX, FOURPLEX",CLOSED,45.685156,-111.077385
1767,5/31/02,"RES TRIPLEX, FOURPLEX",CLOSED,45.685156,-111.077385
1768,5/31/02,RES 5+ UNITS,CLOSED,45.685335,-111.07786
1769,5/31/02,RES 5+ UNITS,CLOSED,45.685335,-111.07786
1770,5/31/02,RES 5+ UNITS,CLOSED,45.685335,-111.07786
